@relation 'credit_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A-1-M-1'

@attribute '-0.279v10-0.271v17-0.271v12-0.269v16-0.268v3-0.262v7-0.257v18-0.254v9+0.251v11+0.251v4-0.245v5+0.243v2-0.24v1-0.234v14-0.15v6+0.142v19+0.098v20-0.083attribute_0-0.083time+0.054v8-0.038v15+0.034v22+0.029v13-0.028v28+0.026v26-0.014v27+0.01 v25-0.008amount+0.004v23+0.002v21-0.001v24' numeric
@attribute '-0.407v27-0.389v21+0.373v22+0.268v20-0.23v28+0.221attribute_0+0.22 time-0.209v8-0.197v25-0.192v15+0.186v14+0.159v6-0.145v11-0.141v7+0.134v23-0.108v26-0.102v1-0.099v9-0.088v5+0.085v24-0.083v10-0.074v13+0.072v12+0.071v16+0.065v2-0.064v19-0.064v3+0.043v17+0.015v18+0.005amount-0.001v4' numeric
@attribute '0.463v8-0.385v23-0.364v21+0.282v22+0.268v13-0.231v6-0.227attribute_0-0.224v28-0.223time-0.163v2+0.153v24+0.15 v15+0.115v14+0.112v19+0.108amount+0.106v20+0.104v7-0.059v4-0.054v5-0.05v11+0.045v3+0.036v10+0.034v12-0.034v18+0.027v1-0.026v26-0.024v17+0.013v9+0.013v16+0.008v27-0.002v25' numeric
@attribute 0.504attribute_0+0.504time-0.225v25-0.215v6-0.209v14+0.198v1+0.197v5-0.182v23-0.172v2+0.166v19+0.163v8+0.154v22+0.142v27+0.138v7-0.125v12+0.116v26+0.113v11+0.094v4-0.093v16-0.092v24+0.089v28-0.074v17+0.061amount-0.049v9-0.041v21-0.038v13+0.032v3-0.025v20-0.025v10-0.016v15-0.015v18 numeric
@attribute '0.407v19+0.368v24-0.335v25-0.303v20+0.276v21+0.242v15-0.225v26-0.204v18+0.165v6-0.16v16-0.157v17-0.146v27-0.143v4+0.141amount+0.13 v14-0.126v28-0.123v5+0.118v13-0.113v11-0.113v22+0.103v9+0.081time+0.08 attribute_0-0.063v2-0.059v1-0.056v8+0.052v3-0.044v7+0.031v12+0.028v10+0.021v23' numeric
@attribute '-0.315v26+0.298v25-0.291v6+0.285v8-0.265amount+0.26 time+0.254attribute_0-0.234v22-0.225v15-0.19v1-0.189v3+0.186v2-0.184v20-0.172v19-0.163v23+0.158v24-0.147v5-0.13v11+0.125v13+0.102v16+0.101v12+0.085v21-0.084v27-0.082v4+0.077v14-0.075v7+0.052v17+0.048v9+0.048v18-0.033v28+0.032v10' numeric
@attribute '0.765amount+0.268v20-0.257v26-0.224v23-0.215v22+0.161v27-0.151v5-0.145v1-0.14v19-0.13v24-0.12v3-0.114v13-0.111v15+0.073v6+0.07 v21-0.061v2+0.06 v12+0.06 v28+0.053time+0.047v9+0.047attribute_0+0.043v14+0.026v18+0.026v16-0.023v25+0.02 v17-0.019v11-0.019v7-0.011v10+0.008v4+0.005v8' numeric
@attribute '-0.573v28-0.368v24-0.368v20+0.291v13-0.289v15-0.238v25-0.206v23-0.168v19+0.152v26-0.122v22-0.106v8+0.102v4+0.091v21+0.08 v11-0.08v27+0.072v5+0.068v6+0.048amount-0.046time-0.043v12-0.043v2+0.042v17-0.041attribute_0+0.032v16-0.025v9-0.023v14-0.021v10+0.019v18-0.018v3-0.016v7-0.016v1' numeric
@attribute '0.582v13+0.385v23+0.339v26+0.308v25+0.217v19+0.18 v6+0.171v20+0.164time+0.159attribute_0-0.156v5+0.153amount-0.152v24+0.125v8+0.114v27+0.093v12-0.087v11+0.085v14-0.062v3-0.056v4-0.056v1+0.049v10+0.048v21-0.039v28+0.032v7+0.023v16-0.021v9+0.017v15+0.015v2-0.014v17+0.001v22+0    v18' numeric
@attribute '0.518v15-0.481v13+0.403v26-0.332v28-0.212v1+0.151v25-0.141v3-0.13v20-0.127v5+0.107v12+0.105time+0.097v16+0.093attribute_0+0.092v8+0.089v17-0.087v11-0.085v24+0.074amount-0.066v22-0.064v27+0.061v18+0.059v2-0.057v23-0.051v6-0.049v9-0.04v7+0.039v10+0.031v14+0.022v19+0.02 v4-0.006v21' numeric
@attribute '-0.621v24-0.553v26+0.456v15-0.163amount+0.128v13+0.119v19+0.094v23-0.073v25+0.07 v18-0.066v21+0.064v2+0.057v20-0.056v6+0.048v17-0.048v3+0.033v22-0.025v14+0.024v5-0.024v7+0.023v9-0.019v8-0.016v28+0.015v12+0.015attribute_0+0.014time-0.013v1-0.01v10-0.009v27+0.008v16+0.008v4-0.007v11' numeric
@attribute -0.472v25+0.364v28+0.333v13-0.291v23+0.288v26+0.256v15+0.253v2-0.177v22+0.158v20-0.152v19-0.15v7+0.143v17+0.133v16+0.126v18-0.124v1-0.113v3-0.107v8-0.099amount+0.082v24+0.074v4+0.069v14+0.069v12+0.054v10-0.043v11-0.04v6-0.038v27-0.031v9+0.016attribute_0-0.015v21+0.014time-0.009v5 numeric
@attribute '-0.35v23+0.346v27+0.315v19-0.296v24-0.274amount+0.273v6-0.272v15+0.241v14-0.227v4-0.207v13-0.176v18-0.176v7-0.133v1-0.124v11+0.123v12+0.108v26+0.106v9-0.104v17+0.1  v28-0.1v5+0.097v22+0.096v2-0.059v16+0.059v10-0.039v25-0.039v21+0.029v20+0.022v8+0.02 v3-0.007attribute_0+0.005time' numeric
@attribute '-0.653v27+0.409v28+0.277v25-0.272v24-0.27v23-0.229v20+0.168amount-0.128v18+0.124v26+0.116v22-0.094v4-0.091v16-0.09v17+0.082v3+0.075v6-0.07v11-0.062v12+0.05 v7+0.048v13-0.035v10+0.032v1-0.031v5+0.027v21-0.021v2-0.014v14+0.012v15-0.011time+0.009v9-0.006v8-0.006v19-0.003attribute_0' numeric
@attribute '-0.4v6-0.396v25+0.39 v23+0.312v8-0.279v15+0.224v9-0.219v27-0.216v24-0.179v13+0.175v19-0.156v5+0.138v26+0.125v28-0.117attribute_0-0.109time-0.103v1+0.087v18+0.081v10+0.08 v14-0.074v4+0.07 v21+0.065v7-0.06v22+0.06 v17-0.059v3+0.052amount-0.043v2+0.033v12-0.024v11+0.023v16+0.006v20' numeric
@attribute '-0.453v19-0.406v20+0.376v8+0.328v6+0.267v22+0.214v23+0.211v27-0.206v25+0.192v28-0.191v5-0.147v18-0.13v9+0.097v2-0.092v21+0.09 v7+0.088v4+0.076v15-0.069v17-0.061v3+0.06 v10-0.059v26+0.058amount+0.047v14-0.044v11-0.028v13-0.028v24+0.021time-0.015v1-0.015v12+0.01 attribute_0+0.007v16' numeric
@attribute '0.457v19+0.441v18+0.348v4+0.3  v6+0.278v17-0.231v20+0.212v2+0.173v11+0.171v16-0.141v14-0.135v3-0.132v15-0.111v21+0.106v24-0.101v26+0.098v8+0.092v28+0.091v22+0.083amount-0.082v23+0.069v7+0.063v25+0.062v9-0.046time+0.042v10-0.038v27-0.032attribute_0-0.031v13-0.031v1-0.024v12-0.017v5' numeric
@attribute class numeric

@data
7.49346,-3.207192,-1.07388,0.528698,-4.055814,-0.808709,0.007121,0.001079,-0.27593,-1.305632,-0.245516,-0.565213,0.08199,0.946897,-0.398548,0.337796,-0.418233,1
7.75723,-2.693248,-0.752464,1.301861,-2.36342,-2.210102,-0.452641,0.167698,-0.241192,-1.299675,0.705768,0.687001,0.019387,-0.176757,0.940269,0.595415,0.108212,1
7.820528,-2.670603,-0.742015,1.182613,-2.4143,-2.038882,-0.427775,0.138452,-0.107765,-1.240751,0.707941,0.714946,0.028641,-0.172595,0.998129,0.62123,0.120972,1
0.567012,0.535921,1.306632,-2.080748,3.034811,-0.107757,-1.468961,1.121035,-1.296111,-0.358688,0.706509,-0.136917,-1.741085,1.622941,0.433569,-1.935266,0.502387,1
-1.729854,-0.720733,0.591682,-2.095823,-1.013933,0.332667,-0.349444,0.923215,-0.218806,-1.549936,-0.57638,0.215542,-0.682834,-0.084717,0.009757,0.213343,0.154648,1
-1.805195,-0.885632,0.579251,-2.041621,-1.288727,0.376657,-0.250962,1.298854,0.341299,-1.644228,-0.031628,0.143256,-0.273231,0.241936,0.170469,-0.236218,0.371007,1
-2.03328,-0.057082,0.936127,-2.018593,-0.57971,-0.102646,-0.5313,0.834076,-0.901546,-1.311534,-0.528392,0.687219,-0.701534,-0.109719,0.047472,1.200937,-0.492553,1
7.87722,-2.630342,-0.749427,1.103628,-2.45873,-1.846948,-0.39875,0.105593,0.038751,-1.173557,0.711258,0.744044,0.038142,-0.169239,1.047177,0.648558,0.130252,1
7.312182,-1.138807,0.522904,0.439543,2.103241,-3.120505,1.45055,1.856641,0.708751,-0.790371,0.409047,-0.2358,-0.376618,0.249747,0.774308,2.279332,0.661745,1
7.192309,-3.590119,7.798112,4.765835,4.082488,-0.784101,6.850902,7.121482,-8.8227,0.473358,-2.079707,7.026542,4.557946,0.833745,-4.836525,-1.602292,0.558227,1
8.273175,-1.320468,1.533921,0.681484,-2.594969,-1.068006,0.362185,2.939289,-1.259631,1.076047,-0.050266,0.494121,1.245288,-1.686615,-2.202841,-0.938033,-0.062998,1
7.806061,1.377189,1.20543,-0.531397,1.583969,-2.775682,-0.531842,3.677905,0.52832,0.617805,1.082009,-1.184689,0.034495,-2.730619,-0.245168,1.175292,-0.147593,1
8.445271,-0.609666,0.540591,-0.458102,-2.874378,-1.165865,-0.280233,2.487453,0.664988,1.377742,0.20829,-1.002348,0.395818,-1.816511,-1.619532,-0.2283,0.119601,1
8.464119,0.167139,0.410354,-0.280561,-1.970252,-1.735824,-0.50349,3.007201,0.610113,1.032986,0.8381,-0.664084,-0.030117,-2.8394,-0.370277,0.461194,0.120765,1
8.524928,0.18407,0.426086,-0.392599,-2.009193,-1.558762,-0.480926,2.995444,0.734671,1.099934,0.83519,-0.635122,-0.009872,-2.836418,-0.326307,0.497963,0.143014,1
8.586043,0.201489,0.441387,-0.505663,-2.049435,-1.382437,-0.458132,2.981854,0.860092,1.166009,0.832809,-0.606279,0.009239,-2.833325,-0.280793,0.533591,0.164253,1
8.647759,0.218416,0.457234,-0.621672,-2.091117,-1.20782,-0.435369,2.966899,0.985563,1.23089,0.830818,-0.577593,0.027348,-2.83008,-0.233528,0.56815,0.184837,1
8.708856,0.237941,0.470482,-0.7333,-2.132926,-1.031116,-0.411923,2.95016,1.113317,1.296162,0.829359,-0.548843,0.044636,-2.826838,-0.186281,0.602045,0.204274,1
8.770847,0.255907,0.485347,-0.849842,-2.17624,-0.857082,-0.38878,2.932654,1.240221,1.359991,0.828112,-0.520288,0.061168,-2.82343,-0.137138,0.635046,0.223461,1
8.832393,0.275769,0.498316,-0.96322,-2.219671,-0.681546,-0.365138,2.913819,1.368798,1.424086,0.82726,-0.491688,0.077081,-2.820022,-0.087981,0.667544,0.241797,1
8.894299,0.295297,0.511648,-1.078384,-2.263933,-0.507038,-0.341526,2.894228,1.497361,1.487482,0.826625,-0.46318,0.092427,-2.816525,-0.037811,0.699434,0.259777,1
-1.786981,-1.014635,0.479477,-1.845206,-1.43962,0.275027,-0.383602,0.451756,-0.647667,-0.390079,-0.121192,0.341605,-1.071566,-0.029051,-0.037631,-0.059715,0.229701,1
7.227257,-2.382165,1.028353,-1.260677,-0.778733,2.190226,1.303073,-1.122534,0.92971,-0.939175,0.124518,0.623579,0.712831,-0.535113,0.555235,0.147842,0.194423,1
7.252289,-2.320188,0.887394,-1.266902,-0.724915,2.007892,1.380496,-1.898437,0.258128,0.382175,0.154555,0.34598,0.932166,-0.603576,0.515021,0.292821,0.072481,1
7.311844,-2.30593,0.944557,-1.37334,-0.740656,2.190571,1.438676,-1.887769,0.347836,0.448943,0.151425,0.41666,0.957501,-0.591797,0.531882,0.311927,0.095025,1
-1.789563,-0.918573,-0.025355,-1.628626,-1.896281,-0.465351,-0.182838,0.365861,-1.067294,0.620843,0.438753,-0.192878,-0.273082,0.216351,0.067583,0.248209,0.274046,1
7.435906,-2.211283,0.899474,-1.668226,-0.837114,2.509806,1.457507,-1.962445,0.747905,0.59353,0.172741,0.363775,0.920086,-0.600827,0.645922,0.427633,0.143199,1
7.490409,-2.250606,1.064842,-1.685964,-0.814589,2.738202,1.580388,-1.888477,0.661472,0.648578,0.14529,0.586929,1.022884,-0.564944,0.613097,0.381901,0.156227,1
7.549942,-2.236321,1.121977,-1.792289,-0.830284,2.920944,1.638571,-1.877773,0.751188,0.715385,0.142149,0.657614,1.048246,-0.55317,0.629901,0.401038,0.178787,1
7.608891,-2.22055,1.177595,-1.8951,-0.845358,3.105497,1.697092,-1.867276,0.841976,0.782934,0.139079,0.728407,1.073676,-0.541461,0.645856,0.420352,0.20112,1
7.668399,-2.206328,1.234789,-2.001355,-0.860928,3.288297,1.75525,-1.856386,0.931596,0.849825,0.135885,0.799103,1.099155,-0.529699,0.662514,0.439605,0.223781,1
7.727883,-2.192099,1.291973,-2.107502,-0.876433,3.471163,1.813405,-1.845424,1.021201,0.916767,0.13267,0.869806,1.124684,-0.517944,0.679094,0.458909,0.246479,1
7.787364,-2.177911,1.349196,-2.213659,-0.891896,3.654031,1.871547,-1.834388,1.110757,0.983734,0.129433,0.940512,1.150257,-0.506193,0.695626,0.478257,0.26922,1
7.846847,-2.163774,1.406469,-2.319861,-0.907326,3.836885,1.929673,-1.823281,1.200258,1.050716,0.126175,1.011219,1.17587,-0.494445,0.712122,0.497642,0.292,1
7.905891,-2.148509,1.462593,-2.423414,-0.922296,4.021103,1.988057,-1.812347,1.290576,1.118253,0.122975,1.082006,1.201526,-0.482746,0.72799,0.517154,0.314598,1
7.965384,-2.134479,1.519972,-2.529728,-0.937674,4.203914,2.046153,-1.801115,1.379969,1.185256,0.11968,1.152716,1.227211,-0.471004,0.744433,0.536605,0.337451,1
8.024844,-2.120393,1.577292,-2.63586,-0.952994,4.386824,2.104259,-1.789848,1.46939,1.252312,0.116376,1.223433,1.252925,-0.459266,0.760801,0.556091,0.360319,1
8.084298,-2.106325,1.634629,-2.741978,-0.968284,4.569746,2.162358,-1.778535,1.558786,1.319388,0.113059,1.294152,1.278668,-0.447533,0.777135,0.575605,0.38321,1
0.175467,-1.48639,0.667202,-0.90852,-0.543408,-1.411428,-0.86506,-1.144292,-0.565063,0.930178,-0.517913,0.359738,-0.289637,0.187171,-0.313497,0.306369,-0.791488,1
